sample_id,split,feature_path,num_frames,feature_dim
negative_000619,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000619.npy,50,512
negative_000622,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000622.npy,50,512
negative_000623,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000623.npy,50,512
negative_000624,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000624.npy,50,512
negative_000627,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000627.npy,50,512
negative_000630,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000630.npy,50,512
negative_000631,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000631.npy,50,512
negative_000632,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000632.npy,50,512
negative_000633,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000633.npy,50,512
negative_000637,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000637.npy,50,512
negative_000639,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000639.npy,50,512
negative_000640,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000640.npy,50,512
negative_000641,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000641.npy,50,512
negative_000644,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000644.npy,50,512
negative_000646,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000646.npy,50,512
negative_000647,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000647.npy,50,512
negative_000658,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000658.npy,50,512
negative_000661,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000661.npy,50,512
negative_000662,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000662.npy,50,512
negative_000665,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000665.npy,50,512
negative_000666,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000666.npy,50,512
negative_000668,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000668.npy,50,512
negative_000670,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000670.npy,50,512
negative_000673,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000673.npy,50,512
negative_000677,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000677.npy,50,512
negative_000680,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000680.npy,50,512
negative_000681,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000681.npy,50,512
negative_000682,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000682.npy,50,512
negative_000684,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000684.npy,50,512
negative_000685,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000685.npy,50,512
negative_000688,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000688.npy,50,512
negative_000689,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000689.npy,50,512
negative_000690,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000690.npy,50,512
negative_000691,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000691.npy,50,512
negative_000694,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000694.npy,50,512
negative_000696,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000696.npy,50,512
negative_000697,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000697.npy,50,512
negative_000698,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000698.npy,50,512
negative_000702,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000702.npy,50,512
negative_000717,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000717.npy,50,512
negative_000720,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000720.npy,50,512
negative_000723,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000723.npy,50,512
negative_000729,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000729.npy,50,512
negative_000733,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000733.npy,50,512
negative_000739,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000739.npy,50,512
negative_000740,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000740.npy,50,512
negative_000742,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000742.npy,50,512
negative_000743,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000743.npy,50,512
negative_000746,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000746.npy,50,512
negative_000756,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000756.npy,50,512
negative_000758,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000758.npy,50,512
negative_000759,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000759.npy,50,512
negative_000764,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000764.npy,50,512
negative_000765,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000765.npy,50,512
negative_000766,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000766.npy,50,512
negative_000767,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000767.npy,50,512
negative_000768,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000768.npy,50,512
negative_000769,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000769.npy,50,512
negative_000777,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000777.npy,50,512
negative_000788,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000788.npy,50,512
negative_000790,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000790.npy,50,512
negative_000791,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000791.npy,50,512
negative_000792,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000792.npy,50,512
negative_000795,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000795.npy,50,512
negative_000799,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000799.npy,50,512
negative_000806,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000806.npy,50,512
